timestamp,open,high,low,close,volume
0,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
1,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
2,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
3,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
4,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
5,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
6,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
7,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
8,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
9,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
10,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
11,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
12,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
13,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
14,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
15,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
16,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
17,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
18,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
19,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
20,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
21,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
22,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
23,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
24,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
25,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
26,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
27,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
28,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
29,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
30,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
31,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
32,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
33,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
34,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
35,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
36,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
37,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
38,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
39,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
40,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
41,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
42,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
43,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
44,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
45,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
46,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
47,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
48,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
49,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
50,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
51,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
52,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
53,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
54,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
55,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
56,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
57,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
58,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
59,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
60,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
61,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
62,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
63,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
64,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
65,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
66,2025-02-18 19:09:00,94035.4296875,94035.4296875,94035.4296875,94035.4296875,0
